,tokenized
53519,"['도저히', '못', '맡을', '냄새', '아주', '극', '예민한사람', '이라', '그런거', '일수', '있어', '요약', '냄새', '무지', '심합니다', '다른', '친구', '분', '드렸는데', '그', '친구', '분', '냄새', '매우', '좋다고', '하더라구요', '사람', '따라', '좋아하는', '냄새', '다른거라', '생각', '합니다']"
147131,"['여러', '도시락', '먹어', '봤는데', '제일', '맛있어요', '두번째', '주문', '입니다', '근데', '전자레인지', '사용', '할', '때', '비닐', '터질거', '같아서', 'ㅠㅠ', '그냥', '따로', '그릇', '옮겨서', '데웁니다', 'ㅠㅠㅎ']"
56707,"['아직', '실사', '용은', '해보지못', '했습니다', '가성', '비', '기대합니다', 'ㅎ']"
57419,"['재구매', '다섯', '번째', '구매', '중', '입니다', 'ㅎㅎ', '어무', '곳', '제품', '좋다하시네요', '열', '번째', '곧오겠네요', '이히히']"
3204,"['기대', '됩니다', '맛', '이기대', '되요']"
39933,"['아무리', '주말', '신청', '했다지만', '일이', '후', '금요일', '에도', '착했네요', '배송', '출발', '않', '했는데', '송장', '못', '찾는다는', '유로', '착하면', '반품', '신청', '라는', '어이없는', '답변', '만', '늘어놓네요', '다음', '부터는', '걍', '로켓', '배송', '시켜야겠네요']"
197055,"['그러', '저', '럭', '요기', '대', '이하', '입니다']"
191205,"['냄새', '조금', '나', '는거', '빼곤', '좋아요']"
142839,"['높이', '높은건', '줄', '알았는데', '작아요']"
103859,"['몇번', '쓰지도', '않았는데', '이렇', '게다', '벗겨지네요', '황당합니다', '그냥', '전', '문', '업체', '에서', '살걸', '다른것도', '아니고', '뜨겁게', '끓여서', '마시는', '물', '인데', '몸', '저런것', '들이', '녹아', '들어갔다고', '생각', '니', '굉장히', '기분', '찝찝하네요']"
171261,"['세종시', '일반', '근', '조', '화환', '못', '들어가는지', '몰랐는데', '바로', '전화해서', '알려', '주심']"
118955,"['일만', '배송', '됐네요', '개중', '에두', '개', '불량', '이구', '요', '신경', '좀', '써주세요']"
65318,"['딱', '맞게잘', '샀네요']"
23943,"['몇', '년', '만에', '가는', '제주', '여행', '에서', '렌트카', '제일', '신경', '쓰였는', '데빌', '리카', '저렴해서', '혹시', '나', '바가지', '나', '다른데서', '문제', '생기는건', '아닐까', '걱정', '했는데잘', '빌리고', '늦은', '시간', '반납', '까지', '별탈', '없이', '여행', '잘', '했습니다', '다음', '에도', '빌', '리카', '선택', '하겠습니다']"
155494,"['재구매', '커피', '몰에서', '한번', '이상은', '시켰는데', '올', '때', '마다', '캔', '정도', '찌그러져있는건', '그건', '배송', '특성', '상', '어쩔', '수', '없다', '생각', '했는데', '이번', '주문', '했더니', '캔', '이상', '찌그러져있네요', '젠', '다른', '곳', '으로', '바꾸', '렵', '니']"
31569,"['배송', '빨', '라서', '좋았어요']"
2941,"['목', '아픈', '사람', '한테', '좋은', '거', '같아요']"
133333,"['달', '가량', '사용', '했습니다', '다름', '판', '바닥', '면', '울퉁불퉁해서', '그', '점', '아쉽네요']"
88311,"['초당', '옥수수', '처음', '사봤는데', '생으로', '먹으니', '딱딱하지도', '않고아', '삭', '하고', '물이', '많아서', '엄청', '맛있어요', '설탕', '소금', '필요없이', '조리법', '간편해서', '좋아요']"
173970,"['키', '로', '정쌍', '즈', '입니', '좋아요']"
9311,"['배송', '빨랐어요', '컬러', '생각', '보다', '어둡네요', '디자인', '이쁘고', '크기', '딱좋은데', '미끄럼', '방지', '아쉽네요', '거의', '안된다고', '보심', '그래도', '정도', '면', '만족합니다']"
147565,"['큰일', '입니', '다집', '에서', '셀프', '로', '하긴', '어려울거', '같습니다', '쉬', '바이올렛', '했는데', '이런', '컬러', '처음', '입니다', '부끄러워서', '택시', '타고', '다니고있는데', '금액', '면', '미용실', '갈', '걸싶어요']"
32029,"['부드럽고', '맛있어요', '앞', '으로', '계속', '주문', '할', '겁니다']"
151847,"['충전', '속도', '너무', '느려요', '충전', '되다가', '꺼지다', '그러네요']"
80872,"['좋아요', '부드러워지는것', '같아요']"
15882,"['벗겨지고', '녹슨', '부분', '도보', '이네', '요']"
131144,"['냄내도', '많이', '안나', '저', '장공', '간', '많고', '너무', '마음', '들어요', '가구', '바꾸고나니', '전자레인지', '오랜', '된', '걸줄', '알', '되었네요', '이번', '기회', '바꿔야겠어요']"
154592,"['매우', '크고', '큽니다', '밑위', '짧고', '바지', '통', '도크', '전체', '적', '으로', '너무', '커요']"
102823,"['잘', '고장', '나', '요', '계속', '구', '매', '해', '야해요', 'ㅠ']"
127166,"['재구매', '일동후디스', '였음', '안', '샀을듯', 'ㅡㅡ', '반품', '귀찮아서', '그냥', '먹어요']"
84637,"['재구매', '벌써', '번째', '구매', '합니다', '그만큼', '진정', '되고', '아침', '저녁', '으로', '물', '에타', '서', '쓰고있어서', '금방', '없어져서', '이번', '엔', '통', '으로', '바로', '구매', '했어요', '곧', '여름', '여서', '피부', '가더', '예민해지는', '데이', '걸', '로', '잘', '관리', '할께요']"
87339,"['누워서', '조금', '만', '움직여도', '부스럭부스럭', '소리', '가나', '서', '신경', '쓰여요', '천도', '생각', '보다', '뻣뻣하고요', '방수', '기능', '잘', '됩니다', '저렴하게', '쓰긴', '괜찮습니다']"
47884,"['ㅎㅎ', '만족스럽습니다', '상품', '괜찮고', '예뻐요', 'ㅎㅎㅎ', '선물', '용', '으로', '딱이에요', '엄마', '좋아하셨어요', 'ㅎㅎㅎㅎ']"
23936,"['크기', '적당하고아주', '따뜻해요']"
63437,"['불이안', '들어와요', 'ㅠ', '교환', '귀찮아서', '그냥', '써요']"
94427,"['오랜', '만', '써', '보는데', '여전히', '좋네요']"
26365,"['맛있네', '요다음', '또', '살게요']"
49313,"['햇빛', '에서', '말린것', '같', '짐', '않네요']"
101404,"['덮는', '이불', '정말', '까는', '패드', '같아요', '색감', '이미지', '랑', '엄청', '다르고', '뭔가', '쑥', '같아요', '발송', '까지', '일이', '상', '느립니다']"
74992,"['기능', '좋습니다', '강', '추강', '추']"
152695,"['어진', '짜', '괜히', '삿', '죠', '리얼', '로', '다가']"
199748,"['적당히', '아담하고', '또안', '들어가있는것도', '없는거', '같아서', '좋아요', '근데', '실', '양', '좀', '적어요', '흰색', '검은색', '이하나', '씩', '더', '엇음', '좋겠어요']"
593,"['진짜', '편하고', '좋아요', '완전', '잘', '입고있어요', 'ㅎㅎ']"
198482,"['효과', '크게', '모르겠어요', '용기', '좀', '불편합니다', '액', '잘안', '나와요', 'ㅕ']"
46335,"['어디가', '앞', '인지', '뒤', '인지', '아직도', '모르겠고', '어떻게', '입던지', '간', '엉덩이', '골', '까지', '내려옵니다', '불편해서', '더', '이성', '못', '입고', '버렸내요']"
139687,"['재구매', '두번째', '구입', '이에요', '가볍고', '조립', '쉬워서', '신혼', '살림', '으로', '제격', '이에요']"
82346,"['최고', '에요', '굿굿', '가방', '사이즈', '좋아요']"
153884,"['별로', '예요', '하루', '만에', '쩍쩍', '갈라지고', '난리', '났네요', '첫', '사용', '부터', '물들어서', '빠지지', '않고', '걍', '비싼거', '살껄돈', '만', '버렸네요', '편백', '다시는', '사지', '않으렵니다']"
35377,"['생각', '보다', '짧네용', 'ㅠ']"
110172,"['방수', '재질', '아닌', '느낌', '보기', '보다', '조잡하고', '얇네요', '홈쇼핑', '에서', '광고', '그', '제품', '아닌', '가봐요']"
197906,"['입맛', '차이겟지만', '리뷰', '보고', '주문', '햇', '는데소', '금은', '부으', '신건', '열자마자', '맛', '봣', '는데', '엄청', '짜요', 'ㅜ', '밥', '하고', '먹어도', '짜', '요원', '래', '이런거', '아닌거', '같은데', '키', '로시', '켯', '으', '면', '난리', '날뻔햇', '여안', '먹고', '냉장고', '박아', '놧', '어', '요', 'ㅜ']"
35225,"['달동', '안', '사용', '결과', '지속', '력', '모르겠는데', '지속', '력', '평가', '적당하다고', '했어요', '사용', '결과', '효과', '못', '봤어요', '그대로', '예요', '그래도', '발림', '성', '좋으나', '눈썹', '빠지지', '않아서', '매일', '사용', '하고', '다녔는데', '젠', '아끼게', '되네요']"
130879,"['지난', '전', '주문', '하고', '좋아', '또', '주문', '했어요', '하지만', '이번', '엔', '속옷', '나가', '실밥', '이다', '터져서', '왔네', '요새', '탁후', '입으려고', '보니', 'ㅠㅠ', '세탁', '해서', '반품', '못', '해', '별', '두', '개', '만', '줍니다']"
162913,"['둥근운', '동', '화끈', '이라', '그', '런가', '잘안되', '요']"
71187,"['별로', '예요', '어른', '용은사', '용하자마자', '올이', '풀려', '버리고', '아동', '용은', '제작', '한지', '오래된', '제품', '지나', '염도', '번', '져있고', '포장', '지내', '테이프', '눌러', '붙어', '떨어지지도', '않습니다']"
50450,"['뜨거운', '물', '넣자마자', '안이', '갈라줘서', '몇번', '못', '쓰고', '버렸어요', '뜨거운', '물', '바로', '넣으면', '안될것', '같아요', 'ㅠ']"
117290,"['요즘', '배송', '시스템', '비하면오래', '걸려구요', '늦음', '안내', '문자', '라도', '오는데', '그것', '없었구요', '개중', '개', '바닥', '깨져', '왔구요', '그래서', '별점', '개입', '니', '교환', '면', '또', '오래', '기다릴것', '같아', '그냥', '사용', '합니다']"
119657,"['시원하고', '좋아요', '남편', '좋아하네요']"
198610,"['좋아요', '여러', '개', '한꺼', '번', '구매', '핬습', '니', '탁월한', '선택', '것', '같습니다', '좋아요', '사이즈', '별로', '있어서', '내', '가원']"
162908,"['좋은', '가격', '잘사', '용했습니다']"
50644,"['오프라인', '매장', '보다', '가격', '저렴해서', '좋았지만', '잘못', '배송', '왔는데', '친절히', '상담', '받아주시고', '교환', '해주셨어요']"
74681,"['재구매', '여기', '만큼', '싼', '곳', '없어요', '땡길', '때', '마다', '자주', '시켜서', '먹고있습니다']"
162236,"['싸이', '즈', '가안', '맞아요']"
362,"['디자인', '좋고', '경고', '하고', '너무', '좋네요']"
109791,"['생각', '보다', '덜', '말랐습니다', '생선', '비린내도', '많이', '나', '조미', '생각', '보다', '많이', '되어있습니다', '반', '건조', '보다는', '건조', '라고', '보시', '면', '됩니다']"
142267,"['생각', '보다', '너무', '작네요', '너무', '작아서', '반품', '하려면', '직접', '발송', '원', '들어서', '그냥', '집', '두려고요', '혹시', '독서', '대', '필요하', '신분', '큰', '걸', '로', '사세요']"
155824,"['일', '단모', '양', '깔끔하고', '좋네요', '다른건', '사용', '해봐야', '알수있겠죠', '써', '보고', '좋으면', '홍보', '할게요']"
62162,"['색깔', '완전', '맘대로', '보내네요', '의견', '반응', '오']"
16756,"['크기', '크지', '않고아이가', '편하게사', '용해서', '계속', '구매', '지만', '연결', '부위', '내', '구성', '매우', '약하네요']"
111155,"['경고', '하진', '않지만', '아이', '놀기', '적당합니다']"
23417,"['빗자루', '힘', '없어잘', '쓸리지도', '않네요']"
13259,"['로', '주문', '했다가', '빵뎅', '가안', '들어가서로', '교환', '함제', '아무리', '백', '키로', '여', '도상', '나하', '나', '입어본', '적', '한번', '없음', '바지', '길이', '생각', '보다', '짧음']"
11447,"['담백하고', '따로', '조미', '않아도', '맛있습니다']"
12092,"['좀더', '고춧가루', '더', '넣던가', '물엿', '더', '넣던가', '좀더', '맵거나', '좀', '달달', '했음', '좋을텐데', '김치', '넘', '허여멀건', '해서', '심심했어요']"
54923,"['별로', '아기', '보이는', '창', '구겨져', '왔어요', '그것', '모르고', '박스', '미리', '버려서', '어쩔', '수없이', '씁니다', '반품', '이나', '교환', '어려울꺼죠', 'ㅜ', '다음', '부턴', '제', '푸', 'ㅇ', '확인', '해야', '될거', '같네요']"
91121,"['원하던', '퍼즐', '아니고', '다른', '왔어요']"
68321,"['이쁘', '긴한데', '물이', '많은데도', '불구', '하고', '이틀', '만에', '거의', '시들었어여', 'ㅡㅡ', '너', '무', '자란', '걸주시', '기도', '하고', '잎', '중간', '중', '간색', '변해서', '그런', '부', '분', '정리', '하고', '꽃았', '는데도', '시드', '여', 'ㅡㅡ', '이틀', '이쁜', '값', '치고는', '비싸고', '다시는', '구매', '않', '할듯', '여']"
196455,"['아버지', '께', '선물', '해드렸으나', '사용', '해보시고는', '나', '에게는', '사지', '말라하셨다']"
22847,"['어제', '방전', '되서', '첨으로', '사용', '했는데', '안되서', '긴급', '출동', '서비스', '왔는데', '긴급', '출동', '서비스', '로', '일발', '시동', '걸렸어요', '제품', '안좋아요']"
13848,"['위생', '팬티', '인데', '두껍지', '않고', '좋네요']"
168956,"['마리', '중', '마리', '상태', '중정', '마리', '게살', '물러져서', '못', '먹음', '나머지', '먹고', '배탈', '남']"
100827,"['큰하자는', '없는데', '생각', '보다', '얇고', '바닥', '쪽', '고무', '미끄러지지', '않을까', '하는', '느낌', '이듭', '니']"
19112,"['허리', '매는', '끈', '너무', '짧아요']"
167937,"['맛있고', '배송', '빠르고', '다이어트', '수월해졌어요']"
6302,"['종류', '넘', '많아', '고민', '했는데', '전', '에쓰', '던거보다', '훨씬', '튼튼하고', '좋아요']"
19999,"['그냥', '깔끔해요', '싸서', '삿', '어', '여', 'ㅎ']"
154840,"['로드', '바이크', '쓰는', '분', '허브', '거치', '대사', '마세', '요가', '두꺼워서', '거치가잘', '안됩니다']"
